lenguaje;matematicas;sociales;Id;filosofia;biologia;quimica;fisica;nivel_ingles; sisben;estrato;genero;puntaje_saber11   
alto;medio;alto;357;medio;alto;alto;alto;A-;1;1;Hombre;bajo
alto;alto;alto;358;alto;alto;alto;alto;B1;5;3;Hombre;bajo
alto;medio;medio;359;alto;alto;alto;medio;A1;5;2;Hombre;bajo
alto;medio;medio;360;medio;alto;medio;medio;A1;5;2;Mujer;bajo
alto;alto;alto;361;alto;alto;alto;alto;A2;5;3;Hombre;bajo
medio;alto;medio;362;medio;alto;medio;alto;A-;5;3;Mujer;bajo
medio;medio;medio;363;medio;medio;alto;medio;A1;2;2;Hombre;bajo
medio;medio;alto;364;medio;medio;medio;bajo;A2;2;2;Hombre;bajo
medio;medio;medio;365;medio;medio;medio;bajo;A1;1;1;Mujer;bajo
alto;alto;alto;366;medio;alto;alto;medio;A-;2;2;Hombre;bajo
alto;alto;medio;367;medio;alto;alto;alto;A1;1;2;Mujer;bajo
medio;medio;medio;368;medio;medio;medio;medio;A-;2;2;Hombre;bajo
alto;medio;alto;369;medio;medio;alto;medio;A1;3;2;Hombre;bajo
alto;medio;medio;370;medio;bajo;alto;medio;A1;5;4;Mujer;bajo
medio;medio;medio;371;medio;alto;medio;medio;B1;5;4;Mujer;bajo
alto;medio;alto;372;medio;medio;medio;medio;A1;2;2;Hombre;bajo
medio;bajo;bajo;373;bajo;medio;medio;medio;A-;5;2;Hombre;bajo
medio;medio;medio;374;medio;medio;medio;medio;A1;5;4;Hombre;bajo
medio;medio;medio;375;bajo;medio;medio;medio;A2;5;2;Hombre;bajo
alto;alto;alto;376;alto;alto;alto;alto;B1;5;5;Mujer;bajo
medio;medio;medio;377;medio;medio;medio;alto;A1;5;3;Mujer;bajo
alto;alto;alto;378;medio;alto;medio;alto;A1;5;2;Mujer;bajo
alto;alto;alto;379;medio;medio;medio;medio;A-;1;1;Hombre;bajo
medio;bajo;medio;380;bajo;bajo;medio;medio;A1;1;1;Hombre;bajo
alto;medio;medio;381;medio;alto;medio;alto;A2;5;5;Mujer;bajo
alto;alto;medio;382;medio;medio;medio;medio;A-;1;3;Hombre;bajo
medio;medio;medio;383;medio;medio;alto;medio;A1;2;2;Mujer;bajo
alto;alto;alto;384;medio;alto;medio;alto;A-;5;3;Hombre;bajo
medio;alto;medio;385;medio;medio;medio;medio;A1;2;3;Hombre;bajo
alto;superior;alto;386;alto;alto;alto;alto;B1;5;2;Hombre;bajo
alto;alto;alto;387;alto;alto;alto;medio;A2;2;2;Mujer;bajo
medio;medio;alto;388;alto;medio;medio;alto;A1;5;3;Mujer;bajo
alto;alto;alto;389;alto;alto;alto;medio;A1;5;3;Hombre;bajo
alto;medio;medio;390;alto;medio;medio;alto;A1;1;1;Hombre;bajo
medio;medio;medio;391;medio;medio;alto;medio;A1;5;2;Hombre;bajo
alto;medio;medio;392;alto;medio;medio;medio;A1;5;5;Hombre;bajo
alto;medio;alto;393;medio;medio;medio;alto;A-;5;3;Hombre;bajo
medio;alto;medio;394;alto;medio;alto;alto;A1;5;2;Hombre;bajo
alto;alto;alto;395;medio;medio;alto;medio;A1;5;3;Hombre;bajo
medio;medio;medio;396;medio;medio;medio;medio;A-;5;3;Hombre;bajo
alto;alto;alto;397;alto;alto;alto;alto;A1;1;1;Hombre;bajo
alto;alto;alto;398;alto;alto;alto;alto;A1;1;1;Hombre;bajo
alto;alto;alto;399;medio;medio;alto;alto;A1;5;2;Mujer;bajo
alto;alto;medio;400;alto;alto;alto;medio;B1;2;4;Hombre;bajo
alto;medio;alto;401;alto;medio;medio;alto;A2;2;2;Hombre;bajo
medio;medio;medio;402;medio;medio;alto;medio;A-;2;2;Hombre;bajo
alto;alto;medio;403;medio;medio;alto;medio;A1;5;3;Hombre;bajo
alto;alto;alto;404;medio;alto;medio;medio;A-;2;3;Hombre;bajo
alto;medio;alto;405;medio;alto;alto;alto;A1;5;2;Hombre;bajo
alto;alto;alto;406;alto;alto;alto;alto;A2;3;2;Hombre;bajo
medio;alto;alto;407;alto;alto;alto;alto;A1;3;1;Mujer;bajo
alto;alto;medio;408;medio;alto;medio;alto;A1;1;1;Mujer;bajo
medio;alto;medio;409;bajo;medio;medio;alto;A1;2;2;Hombre;bajo
alto;alto;alto;410;medio;alto;alto;medio;A2;5;3;Hombre;bajo
alto;medio;medio;411;medio;medio;alto;medio;A2;5;4;Hombre;bajo
alto;superior;alto;412;alto;alto;alto;alto;B+;5;6;Mujer;bajo
alto;superior;superior;413;medio;alto;alto;alto;B1;2;2;Hombre;bajo
alto;alto;medio;414;medio;alto;alto;medio;A2;5;4;Mujer;bajo
medio;alto;alto;415;medio;alto;alto;alto;A2;2;2;Mujer;bajo
medio;alto;medio;416;medio;medio;medio;medio;A2;5;3;Mujer;bajo
alto;alto;medio;417;medio;medio;medio;alto;A2;5;5;Hombre;bajo
alto;alto;alto;418;medio;alto;medio;medio;A2;2;2;Hombre;bajo
alto;alto;medio;419;medio;medio;alto;alto;A2;5;3;Hombre;bajo
medio;alto;medio;420;medio;medio;medio;alto;A1;1;1;Mujer;bajo
alto;alto;alto;421;medio;alto;medio;alto;A1;2;2;Mujer;bajo
medio;medio;medio;422;medio;alto;alto;medio;A1;5;3;Mujer;bajo
alto;medio;medio;423;medio;medio;medio;alto;A-;2;2;Hombre;bajo
alto;medio;medio;424;medio;medio;medio;medio;B1;5;3;Hombre;bajo
alto;alto;medio;425;medio;medio;alto;alto;A1;2;2;Hombre;bajo
alto;alto;medio;426;alto;alto;alto;alto;A1;5;3;Hombre;bajo
medio;medio;alto;427;alto;alto;medio;medio;A1;1;1;Mujer;bajo
medio;medio;medio;428;medio;medio;medio;medio;A1;2;2;Hombre;bajo
medio;alto;alto;429;medio;medio;alto;alto;A1;1;1;Hombre;bajo
alto;alto;medio;430;medio;alto;alto;medio;A1;5;2;Hombre;bajo
medio;alto;alto;431;alto;alto;alto;alto;A-;1;1;Mujer;bajo
alto;alto;alto;432;alto;alto;alto;alto;A1;5;3;Hombre;bajo
alto;alto;alto;433;alto;alto;alto;alto;A2;1;2;Hombre;bajo
medio;medio;alto;434;alto;medio;medio;alto;A1;1;1;Hombre;bajo
medio;alto;medio;435;medio;alto;alto;alto;B1;5;6;Hombre;bajo
alto;medio;medio;436;medio;alto;alto;medio;A1;5;4;Mujer;bajo
alto;alto;alto;437;alto;medio;alto;alto;A1;5;3;Hombre;bajo
medio;alto;alto;438;alto;medio;alto;medio;A1;1;1;Hombre;bajo
medio;medio;medio;439;medio;alto;medio;alto;A1;3;3;Hombre;bajo
medio;medio;medio;440;medio;medio;medio;medio;A-;5;2;Hombre;bajo
alto;alto;alto;441;medio;alto;alto;alto;A1;5;3;Hombre;bajo
alto;alto;alto;442;medio;medio;medio;medio;A1;5;2;Mujer;bajo
alto;alto;alto;443;alto;alto;alto;alto;A1;5;2;Hombre;bajo
medio;medio;medio;444;medio;medio;alto;medio;A-;1;1;Hombre;bajo
alto;superior;alto;445;alto;alto;alto;medio;A2;5;3;Mujer;bajo
medio;medio;medio;446;medio;medio;medio;alto;A1;1;2;Hombre;bajo
alto;alto;alto;447;medio;alto;alto;medio;A1;5;3;Mujer;bajo
alto;medio;medio;448;medio;alto;medio;alto;A-;1;1;Mujer;bajo
alto;medio;medio;449;alto;alto;medio;alto;A1;5;3;Hombre;bajo
alto;alto;alto;450;alto;alto;medio;medio;A1;5;2;Hombre;bajo
alto;medio;medio;451;medio;medio;medio;medio;A1;1;2;Mujer;bajo
medio;medio;alto;452;bajo;medio;alto;alto;A1;2;2;Mujer;bajo
alto;alto;alto;453;alto;alto;alto;superior;B+;5;6;Mujer;bajo
medio;medio;medio;454;bajo;alto;alto;medio;A1;5;4;Hombre;bajo
medio;medio;medio;455;medio;medio;medio;medio;A1;2;2;Hombre;bajo
alto;alto;alto;456;medio;alto;alto;alto;A1;5;3;Mujer;bajo
medio;alto;medio;457;medio;medio;medio;alto;A-;5;4;Hombre;bajo
medio;medio;medio;458;medio;medio;medio;medio;A-;5;3;Mujer;bajo
alto;superior;alto;459;alto;alto;alto;alto;B1;5;2;Hombre;bajo
medio;medio;medio;460;medio;medio;alto;alto;A1;2;2;Hombre;bajo
alto;alto;alto;461;alto;alto;alto;alto;B+;5;6;Mujer;bajo
alto;alto;alto;462;medio;medio;alto;alto;B+;5;6;Mujer;bajo
alto;medio;alto;463;alto;medio;medio;alto;A-;5;3;Hombre;bajo
medio;medio;medio;464;medio;medio;medio;medio;A-;1;1;Mujer;bajo
alto;superior;alto;465;medio;medio;alto;alto;A2;5;3;Hombre;bajo
medio;medio;alto;466;medio;alto;medio;alto;A1;2;2;Mujer;bajo
medio;alto;medio;467;medio;alto;medio;alto;A1;1;1;Hombre;bajo
medio;alto;alto;468;alto;medio;medio;alto;A2;1;1;Mujer;bajo
medio;medio;medio;469;medio;medio;medio;medio;A1;4;1;Mujer;bajo
alto;alto;alto;470;medio;alto;medio;alto;B1;5;6;Hombre;bajo
alto;medio;alto;471;alto;alto;alto;alto;B1;5;3;Hombre;bajo
alto;alto;alto;472;medio;medio;alto;medio;B1;5;6;Hombre;bajo
alto;medio;medio;473;alto;alto;alto;medio;A1;2;1;Mujer;bajo
alto;medio;medio;474;medio;medio;medio;alto;A1;5;2;Mujer;bajo
alto;alto;alto;475;alto;alto;alto;alto;A2;3;3;Hombre;bajo
alto;medio;alto;476;medio;medio;medio;medio;A1;2;2;Hombre;bajo
medio;alto;medio;477;medio;medio;medio;alto;A-;2;3;Mujer;bajo
alto;alto;medio;478;alto;alto;alto;alto;A-;2;2;Hombre;bajo
medio;medio;medio;479;medio;medio;medio;medio;A1;5;3;Mujer;bajo
medio;medio;medio;480;medio;medio;alto;alto;A1;1;2;Mujer;bajo
medio;alto;alto;481;alto;alto;alto;medio;A1;2;2;Mujer;bajo
medio;medio;medio;482;medio;medio;medio;medio;A-;1;1;Mujer;bajo
medio;alto;medio;483;medio;medio;medio;medio;A1;5;3;Mujer;bajo
alto;alto;alto;484;alto;medio;alto;alto;A2;5;3;Hombre;bajo
alto;alto;alto;485;alto;medio;alto;medio;A1;5;2;Hombre;bajo
medio;medio;medio;486;medio;medio;medio;medio;A1;2;2;Hombre;bajo
medio;medio;alto;487;medio;medio;medio;medio;A1;5;5;Hombre;bajo
alto;alto;medio;488;medio;medio;medio;medio;A-;1;3;Hombre;bajo
medio;medio;medio;489;medio;medio;medio;medio;A1;5;3;Hombre;bajo
superior;alto;alto;490;medio;alto;alto;alto;A2;5;5;Hombre;bajo
alto;medio;medio;491;medio;medio;medio;medio;A1;2;2;Mujer;bajo
medio;alto;bajo;492;medio;medio;medio;medio;A1;2;2;Hombre;bajo
alto;medio;medio;493;alto;alto;alto;medio;B1;2;2;Hombre;bajo
medio;alto;medio;494;medio;medio;medio;alto;A-;5;3;Hombre;bajo
alto;alto;medio;495;alto;medio;alto;alto;A-;5;4;Hombre;bajo
medio;medio;medio;496;medio;medio;alto;medio;A1;5;2;Hombre;bajo
medio;bajo;medio;497;bajo;bajo;medio;medio;A1;1;1;Hombre;bajo
medio;bajo;medio;498;medio;medio;medio;bajo;A-;2;1;Hombre;bajo
alto;alto;medio;499;medio;alto;medio;alto;A1;5;3;Hombre;bajo
alto;alto;alto;500;medio;medio;medio;alto;A-;5;2;Hombre;bajo
alto;alto;alto;501;alto;alto;medio;medio;A-;5;6;Mujer;bajo
alto;alto;medio;502;medio;medio;alto;medio;A-;5;3;Hombre;bajo
medio;medio;alto;503;medio;medio;alto;alto;A-;1;1;Hombre;bajo
alto;alto;alto;504;alto;alto;alto;alto;A1;2;2;Hombre;bajo
medio;alto;alto;505;medio;alto;medio;alto;A1;5;3;Hombre;bajo
alto;alto;alto;506;alto;medio;alto;alto;A2;1;2;Hombre;bajo
alto;alto;alto;507;medio;medio;medio;medio;A2;5;3;Mujer;bajo
alto;alto;medio;508;medio;medio;medio;medio;A1;1;1;Hombre;bajo
medio;medio;medio;509;medio;alto;medio;medio;A-;2;3;Hombre;bajo
alto;alto;alto;510;medio;alto;alto;alto;A1;5;2;Mujer;bajo
medio;medio;medio;511;medio;medio;medio;medio;A1;1;1;Hombre;bajo
medio;medio;medio;512;medio;medio;medio;medio;A-;5;3;Mujer;bajo
medio;alto;alto;513;alto;alto;alto;alto;A2;5;3;Mujer;bajo
alto;alto;alto;514;alto;alto;alto;alto;A2;5;3;Hombre;bajo
alto;superior;medio;515;alto;alto;alto;alto;B+;5;6;Mujer;bajo
medio;medio;medio;516;medio;medio;medio;medio;A-;1;1;Mujer;bajo
medio;medio;medio;517;medio;medio;alto;alto;A1;1;2;Mujer;bajo
alto;alto;alto;518;alto;alto;medio;alto;A1;5;3;Hombre;bajo
alto;medio;medio;519;medio;medio;medio;alto;A1;5;3;Hombre;bajo
medio;alto;medio;520;medio;medio;medio;medio;A-;5;2;Mujer;bajo
alto;alto;alto;521;medio;alto;medio;medio;A1;1;1;Hombre;bajo
medio;medio;bajo;522;alto;medio;medio;medio;A1;5;3;Hombre;bajo
alto;alto;alto;523;alto;alto;alto;alto;B1;5;3;Mujer;bajo
alto;alto;alto;524;medio;alto;alto;alto;B1;5;3;Mujer;bajo
medio;alto;medio;525;medio;medio;medio;medio;A1;5;3;Hombre;bajo
medio;alto;medio;526;alto;alto;alto;medio;A1;2;2;Hombre;bajo
alto;alto;alto;527;alto;medio;alto;alto;A1;2;2;Hombre;bajo
medio;medio;medio;528;superior;medio;medio;medio;A1;1;2;Hombre;bajo
alto;alto;medio;529;medio;alto;alto;medio;B1;5;2;Mujer;bajo
alto;medio;medio;530;medio;medio;medio;medio;A1;5;3;Hombre;bajo
medio;medio;medio;531;medio;medio;medio;medio;A1;3;3;Hombre;bajo
medio;alto;medio;532;medio;medio;alto;medio;A-;3;3;Hombre;bajo
alto;alto;alto;533;medio;alto;alto;medio;A1;1;1;Hombre;bajo
medio;alto;medio;534;alto;medio;medio;medio;A-;2;2;Mujer;bajo
alto;alto;alto;535;alto;alto;alto;alto;B1;5;3;Mujer;bajo
alto;alto;medio;536;medio;medio;medio;medio;A-;2;2;Mujer;bajo
alto;medio;medio;537;medio;alto;medio;alto;A2;1;1;Hombre;bajo
alto;medio;medio;538;alto;alto;alto;alto;A1;5;4;Hombre;bajo
alto;medio;alto;539;medio;medio;medio;medio;A1;2;2;Mujer;bajo
medio;alto;medio;540;medio;medio;medio;medio;A-;1;1;Hombre;bajo
alto;alto;alto;541;alto;alto;alto;alto;A2;5;2;Hombre;bajo
medio;alto;medio;542;medio;medio;medio;alto;A-;2;2;Hombre;bajo
alto;alto;alto;543;alto;alto;alto;alto;A2;1;1;Hombre;bajo
alto;alto;alto;544;medio;alto;alto;alto;B1;5;4;Mujer;bajo
alto;medio;alto;545;medio;medio;medio;medio;A1;2;2;Mujer;bajo
alto;alto;alto;546;medio;alto;alto;alto;B1;5;5;Hombre;bajo
medio;superior;alto;547;alto;alto;alto;alto;A1;2;3;Hombre;bajo
alto;superior;alto;548;medio;alto;alto;alto;A2;1;2;Mujer;bajo
alto;medio;alto;549;alto;alto;alto;medio;B1;5;4;Hombre;bajo
alto;alto;alto;550;medio;medio;superior;alto;B1;5;3;Mujer;bajo
alto;alto;medio;551;alto;alto;medio;medio;A1;5;2;Hombre;bajo
alto;alto;alto;552;medio;medio;medio;alto;A-;5;2;Hombre;bajo
alto;superior;alto;553;medio;medio;alto;medio;B1;5;4;Hombre;bajo
alto;superior;medio;554;alto;alto;alto;alto;B+;5;6;Mujer;bajo
medio;alto;alto;555;medio;alto;medio;alto;A2;5;3;Mujer;bajo
medio;medio;medio;556;medio;alto;medio;medio;A1;1;1;Hombre;bajo
medio;medio;medio;557;bajo;medio;alto;alto;A1;2;2;Mujer;bajo
medio;medio;medio;558;bajo;medio;medio;alto;A-;2;2;Hombre;bajo
alto;medio;medio;559;medio;alto;medio;alto;A2;2;2;Mujer;bajo
medio;medio;alto;560;medio;alto;medio;medio;A1;1;2;Hombre;bajo
alto;alto;alto;561;superior;alto;alto;alto;B1;1;1;Hombre;bajo
alto;alto;alto;562;alto;alto;alto;medio;A1;5;3;Mujer;bajo
alto;alto;alto;563;alto;alto;medio;medio;A1;5;2;Mujer;bajo
medio;medio;medio;564;medio;alto;alto;alto;A-;5;3;Hombre;bajo
alto;alto;medio;565;medio;alto;alto;medio;A1;5;2;Hombre;bajo
alto;alto;alto;566;alto;alto;alto;medio;A-;1;3;Hombre;bajo
alto;medio;alto;567;medio;alto;alto;alto;A-;1;3;Hombre;bajo
alto;alto;alto;568;alto;alto;alto;alto;A2;5;3;Hombre;bajo
alto;alto;medio;569;medio;alto;alto;medio;A1;1;2;Hombre;bajo
medio;medio;medio;570;medio;medio;medio;medio;A2;5;3;Hombre;bajo
alto;medio;medio;571;medio;medio;medio;medio;A1;1;1;Mujer;bajo
alto;medio;medio;572;medio;medio;medio;alto;A1;2;2;Hombre;bajo
alto;alto;alto;573;alto;alto;alto;alto;A2;1;3;Hombre;bajo
medio;medio;medio;574;medio;medio;medio;medio;A-;5;3;Mujer;bajo
alto;alto;alto;575;alto;alto;alto;alto;B1;5;3;Hombre;bajo
alto;medio;alto;576;alto;medio;medio;alto;A1;1;1;Mujer;bajo
alto;alto;alto;577;medio;alto;alto;alto;A1;2;3;Mujer;bajo
alto;alto;medio;578;alto;alto;alto;alto;B+;5;6;Hombre;bajo
alto;alto;alto;579;alto;alto;alto;medio;A-;1;1;Hombre;bajo
alto;alto;alto;580;alto;alto;alto;alto;A1;5;3;Mujer;bajo
medio;medio;alto;581;medio;medio;medio;alto;A-;2;2;Hombre;bajo
alto;medio;alto;582;medio;alto;alto;alto;A-;2;2;Hombre;bajo
alto;alto;alto;583;alto;alto;alto;medio;B+;5;2;Hombre;bajo
alto;alto;alto;584;medio;alto;alto;medio;A1;5;2;Hombre;bajo
medio;alto;medio;585;medio;alto;medio;medio;A1;2;3;Hombre;bajo
medio;medio;medio;586;medio;medio;medio;medio;A-;1;1;Hombre;bajo
alto;superior;alto;587;alto;alto;superior;alto;B+;5;4;Mujer;bajo
alto;alto;alto;588;alto;alto;alto;alto;B1;1;1;Hombre;bajo
alto;alto;alto;589;medio;alto;alto;alto;A2;2;2;Hombre;bajo
alto;medio;medio;590;medio;alto;alto;alto;A1;2;2;Hombre;bajo
alto;alto;alto;591;medio;alto;alto;alto;A-;2;2;Mujer;bajo
alto;medio;alto;592;medio;medio;medio;alto;A-;2;2;Hombre;bajo
alto;alto;alto;593;medio;alto;alto;alto;A-;1;1;Mujer;bajo
alto;superior;alto;594;medio;alto;alto;alto;B1;5;3;Hombre;bajo
alto;alto;alto;595;alto;medio;alto;alto;A2;5;2;Hombre;bajo
superior;alto;alto;596;alto;alto;alto;alto;B1;1;1;Mujer;bajo
alto;alto;medio;597;medio;alto;medio;medio;A-;5;3;Hombre;bajo
alto;medio;medio;598;medio;alto;alto;alto;A2;5;3;Mujer;bajo
alto;alto;alto;599;medio;medio;alto;medio;A1;2;1;Hombre;bajo
alto;alto;alto;600;medio;medio;medio;alto;A-;5;2;Hombre;bajo
medio;medio;alto;601;medio;alto;medio;medio;A1;2;2;Hombre;bajo
medio;medio;medio;602;medio;medio;bajo;medio;A1;1;1;Hombre;bajo
alto;alto;medio;603;alto;alto;medio;bajo;B1;5;2;Hombre;bajo
alto;alto;alto;604;alto;medio;alto;alto;A1;5;2;Hombre;bajo
alto;alto;medio;605;medio;alto;medio;medio;A1;1;1;Hombre;bajo
medio;medio;alto;606;alto;medio;medio;medio;A-;1;1;Hombre;bajo
alto;alto;alto;607;medio;medio;medio;alto;A-;1;1;Mujer;bajo
alto;medio;medio;608;medio;medio;medio;medio;A1;2;3;Mujer;bajo
alto;alto;alto;609;alto;medio;alto;alto;A2;1;2;Hombre;bajo
medio;alto;alto;610;medio;alto;medio;alto;A1;5;3;Mujer;bajo
medio;medio;alto;611;medio;medio;medio;medio;A1;3;2;Mujer;bajo
medio;alto;medio;612;medio;alto;medio;alto;A-;5;3;Mujer;bajo
medio;medio;medio;613;medio;medio;alto;medio;A-;2;2;Hombre;bajo
alto;alto;alto;614;alto;alto;alto;alto;B1;5;6;Hombre;bajo
alto;medio;alto;615;alto;alto;alto;medio;A1;2;2;Hombre;bajo
medio;medio;medio;616;medio;medio;alto;medio;A1;5;2;Hombre;bajo
alto;alto;alto;617;medio;alto;alto;alto;A2;3;3;Mujer;bajo
alto;alto;medio;618;alto;alto;alto;alto;A2;1;2;Mujer;bajo
alto;alto;alto;619;medio;alto;alto;medio;A1;3;3;Hombre;bajo
alto;alto;superior;620;medio;alto;medio;alto;A2;5;2;Mujer;bajo
medio;medio;medio;621;bajo;medio;medio;bajo;A1;2;2;Mujer;bajo
alto;medio;alto;622;medio;medio;alto;medio;A2;2;2;Mujer;bajo
alto;alto;alto;623;medio;alto;alto;alto;A1;2;2;Hombre;bajo
alto;alto;alto;624;alto;alto;alto;alto;A2;2;2;Mujer;bajo
alto;alto;alto;625;alto;alto;alto;alto;B1;5;6;Hombre;bajo
medio;medio;medio;626;medio;medio;medio;medio;A-;5;4;Hombre;bajo
alto;alto;alto;627;medio;medio;alto;alto;A2;5;4;Hombre;bajo
alto;alto;alto;628;medio;alto;medio;medio;A1;2;2;Hombre;bajo
alto;alto;alto;629;alto;alto;alto;medio;A2;1;1;Hombre;bajo
alto;medio;medio;630;alto;alto;alto;alto;A1;5;4;Hombre;bajo
alto;alto;alto;631;medio;medio;alto;alto;B1;5;2;Hombre;bajo
alto;medio;alto;632;alto;medio;medio;medio;A1;5;3;Mujer;bajo
alto;alto;alto;633;medio;medio;alto;alto;A2;5;2;Hombre;bajo
medio;alto;alto;634;alto;alto;alto;alto;A1;5;3;Mujer;bajo
alto;medio;alto;635;alto;alto;medio;alto;A2;5;5;Mujer;bajo
medio;alto;medio;636;alto;medio;medio;medio;A1;5;5;Mujer;bajo
medio;medio;medio;637;medio;medio;medio;medio;A-;2;2;Mujer;bajo
medio;alto;medio;638;alto;alto;medio;alto;A1;5;3;Mujer;bajo
medio;alto;medio;639;alto;medio;medio;medio;A1;4;3;Hombre;bajo
alto;alto;medio;640;alto;alto;alto;alto;A1;5;3;Hombre;bajo
medio;medio;medio;641;medio;medio;medio;medio;A1;5;2;Hombre;bajo
alto;alto;medio;642;medio;medio;alto;alto;A1;2;2;Hombre;bajo
alto;superior;alto;643;alto;medio;medio;alto;B1;5;3;Hombre;bajo
alto;medio;medio;644;medio;medio;alto;medio;A-;2;2;Mujer;bajo
alto;medio;medio;645;medio;medio;medio;medio;A1;5;2;Hombre;bajo
alto;alto;medio;646;alto;medio;alto;medio;B1;1;1;Hombre;bajo
alto;alto;alto;647;medio;alto;medio;medio;A1;5;2;Hombre;bajo
medio;medio;medio;648;medio;medio;medio;alto;A1;3;3;Mujer;bajo
medio;alto;alto;649;medio;medio;medio;medio;A-;5;3;Mujer;bajo
medio;alto;alto;650;medio;alto;alto;alto;A-;3;3;Hombre;bajo
alto;medio;medio;651;medio;medio;medio;alto;A1;2;2;Mujer;bajo
alto;alto;alto;652;medio;alto;medio;alto;A1;5;2;Mujer;bajo
medio;medio;medio;653;alto;medio;medio;medio;A-;1;1;Hombre;bajo
medio;medio;alto;654;medio;medio;medio;medio;A1;4;3;Hombre;bajo
alto;medio;medio;655;alto;medio;medio;alto;A2;5;3;Mujer;bajo
superior;alto;alto;656;medio;alto;medio;alto;A1;2;2;Mujer;bajo
alto;medio;medio;657;medio;medio;alto;alto;A1;1;1;Hombre;bajo
alto;alto;medio;658;medio;medio;alto;alto;A1;5;3;Hombre;bajo
medio;medio;medio;659;medio;medio;alto;alto;A-;2;2;Hombre;bajo
medio;medio;medio;660;medio;medio;medio;alto;A1;1;1;Hombre;bajo
medio;medio;medio;661;medio;alto;medio;alto;A-;2;2;Hombre;bajo
alto;medio;alto;662;medio;medio;medio;medio;A-;5;3;Hombre;bajo
alto;alto;alto;663;medio;alto;alto;alto;A-;2;2;Hombre;bajo
alto;alto;alto;664;alto;alto;medio;alto;A2;5;2;Mujer;bajo
medio;medio;medio;665;medio;medio;medio;medio;A-;5;2;Hombre;bajo
alto;alto;medio;666;medio;medio;medio;medio;A1;1;2;Mujer;bajo
medio;alto;alto;667;alto;alto;medio;alto;A1;2;2;Hombre;bajo
alto;superior;alto;668;medio;superior;medio;alto;A1;5;3;Hombre;bajo
alto;alto;alto;669;medio;medio;alto;medio;A2;5;2;Mujer;bajo
medio;medio;medio;670;bajo;medio;medio;medio;A1;2;2;Hombre;bajo
alto;medio;alto;671;alto;alto;alto;alto;A1;5;3;Hombre;bajo
medio;alto;medio;672;medio;alto;medio;alto;A-;1;1;Mujer;bajo
alto;alto;alto;673;medio;alto;alto;alto;B1;5;4;Hombre;bajo
alto;alto;medio;674;alto;medio;medio;medio;A1;5;2;Mujer;bajo
alto;alto;alto;675;alto;alto;alto;medio;A1;2;2;Hombre;bajo
alto;medio;medio;676;medio;medio;medio;medio;A1;5;3;Hombre;bajo
alto;medio;alto;677;medio;medio;medio;medio;A1;2;2;Hombre;bajo
medio;medio;medio;678;medio;medio;medio;medio;A1;2;2;Hombre;bajo
medio;alto;medio;679;medio;medio;medio;alto;A1;5;3;Mujer;bajo
alto;alto;medio;680;alto;medio;alto;medio;A1;2;2;Hombre;bajo
alto;alto;alto;681;alto;alto;medio;alto;A1;4;3;Hombre;bajo
alto;alto;alto;682;medio;medio;medio;alto;A1;2;2;Mujer;bajo
alto;alto;medio;683;alto;alto;alto;medio;A2;5;3;Hombre;bajo
alto;alto;alto;684;medio;medio;alto;alto;B1;1;2;Hombre;bajo
alto;medio;alto;685;alto;medio;alto;alto;A1;2;2;Mujer;bajo
medio;alto;alto;686;alto;medio;medio;alto;A1;5;2;Mujer;bajo
medio;medio;medio;687;medio;alto;alto;medio;A-;1;1;Hombre;bajo
alto;superior;alto;688;alto;alto;alto;alto;B1;5;4;Hombre;bajo
alto;alto;medio;689;medio;alto;medio;medio;A2;2;2;Mujer;bajo
alto;medio;medio;690;alto;medio;medio;alto;B1;1;1;Hombre;bajo
alto;alto;alto;691;alto;alto;alto;alto;A1;1;1;Hombre;bajo
alto;medio;medio;692;medio;alto;medio;medio;A1;5;2;Mujer;bajo
alto;alto;alto;693;superior;medio;medio;medio;A-;1;3;Hombre;bajo
alto;alto;alto;694;alto;alto;alto;alto;A2;5;3;Hombre;bajo
alto;alto;alto;695;alto;alto;medio;medio;A1;2;2;Hombre;bajo
alto;superior;superior;696;medio;alto;alto;alto;B1;2;2;Hombre;bajo
alto;alto;alto;697;alto;alto;alto;medio;B1;5;3;Mujer;bajo
medio;alto;alto;698;medio;alto;alto;alto;A2;5;4;Hombre;bajo
medio;alto;medio;699;alto;alto;medio;medio;A1;5;1;Hombre;bajo
medio;alto;medio;700;medio;medio;medio;medio;A-;5;2;Mujer;bajo
alto;medio;medio;701;medio;alto;medio;alto;A1;1;1;Mujer;bajo
medio;alto;medio;702;medio;alto;alto;alto;A1;1;1;Mujer;bajo
alto;alto;alto;703;alto;alto;medio;medio;A2;3;3;Hombre;bajo
medio;medio;alto;704;alto;medio;medio;medio;A1;5;3;Mujer;bajo
medio;alto;medio;705;alto;medio;medio;alto;B1;2;3;Mujer;bajo
medio;alto;medio;706;medio;medio;medio;alto;A-;5;4;Hombre;bajo
alto;alto;alto;707;alto;alto;alto;alto;A2;5;3;Hombre;bajo
medio;alto;alto;708;alto;alto;alto;alto;A2;5;3;Hombre;bajo
medio;medio;alto;709;alto;medio;medio;medio;A-;1;1;Hombre;bajo
medio;medio;medio;710;alto;medio;alto;alto;A1;1;2;Mujer;bajo
alto;medio;alto;711;alto;medio;medio;medio;A-;5;2;Hombre;bajo
alto;medio;medio;712;alto;alto;medio;medio;A-;5;3;Mujer;bajo
